,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,BCE.TO,CNQ.TO,EDR.TO,BCE.TO,CNQ.TO,EDR.TO,BCE.TO,CNQ.TO,EDR.TO,BCE.TO,CNQ.TO,EDR.TO,BCE.TO,CNQ.TO,EDR.TO,BCE.TO,CNQ.TO,EDR.TO
Date,,,,,,,,,,,,,,,,,,
2019-11-07,58.88003921508789,33.59919357299805,2.950000047683716,63.310001373291016,36.97999954223633,2.950000047683716,63.38999938964844,37.040000915527344,3.009999990463257,62.77000045776367,34.970001220703125,2.799999952316284,63.150001525878906,35.15999984741211,2.9800000190734863,847800,6644900,1025200
2019-11-08,58.78703689575195,33.562843322753906,2.9100000858306885,63.209999084472656,36.939998626708984,2.9100000858306885,63.38999938964844,37.09000015258789,3.0199999809265137,63.029998779296875,36.13999938964844,2.869999885559082,63.279998779296875,36.13999938964844,2.869999885559082,829900,3454100,184700
2019-11-11,59.372955322265625,33.51741409301758,3.0199999809265137,63.84000015258789,36.88999938964844,3.0199999809265137,63.849998474121094,36.90999984741211,3.0399999618530273,63.119998931884766,36.29999923706055,2.880000114440918,63.2400016784668,36.52000045776367,2.890000104904175,737800,1443700,275900
2019-11-12,59.558963775634766,33.64461898803711,3.0899999141693115,64.04000091552734,37.029998779296875,3.0899999141693115,64.05999755859375,37.380001068115234,3.109999895095825,63.72999954223633,36.59000015258789,2.9200000762939453,63.9900016784668,36.810001373291016,2.9800000190734863,1610700,5093500,860100
2019-11-13,59.6147575378418,33.45381546020508,3.0799999237060547,64.0999984741211,36.81999969482422,3.0799999237060547,64.41000366210938,37.15999984741211,3.1600000858306885,63.939998626708984,36.650001525878906,3.0399999618530273,64.0,36.779998779296875,3.109999895095825,1177900,2846900,243100
2019-11-14,59.65196228027344,33.344791412353516,3.140000104904175,64.13999938964844,36.70000076293945,3.140000104904175,64.29000091552734,37.2599983215332,3.190000057220459,63.90999984741211,36.5,3.049999952316284,64.16999816894531,36.849998474121094,3.0899999141693115,1600100,3276500,245000
2019-11-15,59.64265823364258,33.68096160888672,3.0999999046325684,64.12999725341797,37.06999969482422,3.0999999046325684,64.2699966430664,37.65999984741211,3.1600000858306885,63.970001220703125,36.7599983215332,3.0799999237060547,64.16999816894531,36.790000915527344,3.0899999141693115,1272500,2044700,145500
2019-11-18,59.91236877441406,33.826332092285156,3.180000066757202,64.41999816894531,37.22999954223633,3.180000066757202,64.66000366210938,37.279998779296875,3.200000047683716,64.1500015258789,36.52000045776367,3.0899999141693115,64.1500015258789,36.9900016784668,3.0899999141693115,1184000,2087300,149200
2019-11-19,59.717063903808594,33.64461898803711,3.0999999046325684,64.20999908447266,37.029998779296875,3.0999999046325684,64.5,37.25,3.200000047683716,63.91999816894531,36.7599983215332,3.0799999237060547,64.36000061035156,37.0099983215332,3.1600000858306885,2583100,3977000,159800
2019-11-20,59.44735336303711,33.94445037841797,3.130000114440918,63.91999816894531,37.36000061035156,3.130000114440918,64.31999969482422,37.720001220703125,3.1700000762939453,63.529998779296875,36.650001525878906,3.0799999237060547,64.29000091552734,37.0,3.109999895095825,3852200,5785600,167000
2019-11-21,59.354347229003906,33.98079299926758,2.819999933242798,63.81999969482422,37.400001525878906,2.819999933242798,63.88999938964844,37.54999923706055,3.0799999237060547,63.540000915527344,37.119998931884766,2.809999942779541,63.880001068115234,37.40999984741211,3.0799999237060547,1821800,1777100,555700
2019-11-22,59.14044952392578,33.808162689208984,2.819999933242798,63.59000015258789,37.209999084472656,2.819999933242798,63.959999084472656,37.7599983215332,2.869999885559082,63.5,37.09000015258789,2.799999952316284,63.959999084472656,37.5,2.8399999141693115,1044000,1798400,250000
2019-11-25,59.27995300292969,34.189762115478516,2.640000104904175,63.7400016784668,37.630001068115234,2.640000104904175,64.0,37.720001220703125,2.7899999618530273,63.650001525878906,36.83000183105469,2.619999885559082,63.720001220703125,36.959999084472656,2.7899999618530273,1565800,3681200,322700
2019-11-26,59.149742126464844,33.64461898803711,2.8399999141693115,63.599998474121094,37.029998779296875,2.8399999141693115,63.7599983215332,37.65999984741211,2.8499999046325684,63.310001373291016,36.88999938964844,2.630000114440918,63.709999084472656,37.619998931884766,2.6500000953674316,1073100,2989800,371200
2019-11-27,59.214847564697266,34.17159652709961,2.799999952316284,63.66999816894531,37.61000061035156,2.799999952316284,63.97999954223633,37.66999816894531,2.8299999237060547,63.630001068115234,36.75,2.700000047683716,63.7400016784668,37.06999969482422,2.819999933242798,1467000,1733200,256700
2019-11-28,59.38224792480469,34.20793914794922,2.880000114440918,63.849998474121094,37.650001525878906,2.880000114440918,63.959999084472656,37.849998474121094,2.880000114440918,63.70000076293945,37.47999954223633,2.7699999809265137,63.79999923706055,37.5,2.7699999809265137,319000,702900,74800
2019-11-29,59.46595764160156,33.717308044433594,2.9100000858306885,63.939998626708984,37.11000061035156,2.9100000858306885,64.23999786376953,37.560001373291016,2.9100000858306885,63.79999923706055,37.11000061035156,2.7799999713897705,63.79999923706055,37.279998779296875,2.8399999141693115,721600,1500200,132800
2019-12-02,59.13114547729492,33.40838623046875,2.8299999237060547,63.58000183105469,36.77000045776367,2.8299999237060547,63.900001525878906,37.45000076293945,2.9000000953674316,63.400001525878906,36.560001373291016,2.809999942779541,63.900001525878906,37.439998626708984,2.8499999046325684,2742800,2908800,261200
2019-12-03,59.09394836425781,32.89958572387695,3.0299999713897705,63.540000915527344,36.209999084472656,3.0299999713897705,63.7599983215332,36.720001220703125,3.049999952316284,63.349998474121094,35.90999984741211,2.9200000762939453,63.400001525878906,36.5,3.0,1413100,3418700,340300
2019-12-04,59.4566535949707,33.98079299926758,2.990000009536743,63.93000030517578,37.400001525878906,2.990000009536743,63.939998626708984,37.66999816894531,3.0299999713897705,63.41999816894531,36.4900016784668,2.940000057220459,63.5,36.66999816894531,3.0,1407200,7428100,163100
2019-12-05,59.549652099609375,33.535587310791016,3.009999990463257,64.02999877929688,36.90999984741211,3.009999990463257,64.19999694824219,37.75,3.0999999046325684,63.720001220703125,36.849998474121094,2.9800000190734863,63.90999984741211,37.599998474121094,2.9800000190734863,2003100,11278000,203700
2019-12-06,60.05187225341797,35.35274124145508,2.869999885559082,64.56999969482422,38.90999984741211,2.869999885559082,64.58000183105469,39.0,2.9700000286102295,64.0199966430664,37.040000915527344,2.8499999046325684,64.0199966430664,37.040000915527344,2.950000047683716,2201900,5038300,150400
2019-12-09,59.94026565551758,35.52537536621094,2.8299999237060547,64.44999694824219,39.099998474121094,2.8299999237060547,64.79000091552734,39.310001373291016,2.890000104904175,64.2699966430664,38.38999938964844,2.819999933242798,64.63999938964844,38.52000045776367,2.880000114440918,1001500,3698800,394200
2019-12-10,59.88446807861328,35.84186935424805,2.890000104904175,64.38999938964844,39.06999969482422,2.890000104904175,64.66999816894531,39.15999984741211,2.9000000953674316,64.29000091552734,38.529998779296875,2.819999933242798,64.37999725341797,38.63999938964844,2.8499999046325684,1920500,4133900,137900
2019-12-11,60.014671325683594,35.65839385986328,2.930000066757202,64.52999877929688,38.869998931884766,2.930000066757202,64.91000366210938,39.40999984741211,2.950000047683716,64.36000061035156,38.84000015258789,2.869999885559082,64.41999816894531,39.04999923706055,2.9000000953674316,2813900,5471500,186800
2019-12-12,59.717063903808594,36.80511474609375,2.9100000858306885,64.20999908447266,40.119998931884766,2.9100000858306885,64.83000183105469,40.279998779296875,3.0299999713897705,64.20999908447266,38.93000030517578,2.880000114440918,64.52999877929688,38.95000076293945,3.0,3437100,10132500,256200
2019-12-13,59.03247833251953,36.7684211730957,2.940000057220459,62.689998626708984,40.08000183105469,2.940000057220459,63.31999969482422,40.72999954223633,2.990000009536743,61.810001373291016,39.849998474121094,2.890000104904175,63.31999969482422,40.33000183105469,2.9000000953674316,2988300,8445800,199200
2019-12-16,59.33380889892578,36.41981506347656,2.869999885559082,63.0099983215332,39.70000076293945,2.869999885559082,63.15999984741211,40.40999984741211,2.940000057220459,62.720001220703125,39.689998626708984,2.8399999141693115,62.77000045776367,40.130001068115234,2.9100000858306885,2044600,3999800,141000
2019-12-17,57.92132568359375,37.199581146240234,2.819999933242798,61.5099983215332,40.54999923706055,2.819999933242798,62.38999938964844,40.59000015258789,2.9000000953674316,61.5,39.779998779296875,2.799999952316284,62.38999938964844,39.83000183105469,2.8299999237060547,3429800,3989500,156500
2019-12-18,57.120914459228516,37.217933654785156,2.869999885559082,60.65999984741211,40.56999969482422,2.869999885559082,61.5099983215332,40.779998779296875,2.869999885559082,60.29999923706055,40.04999923706055,2.7300000190734863,61.5099983215332,40.310001373291016,2.7899999618530273,6368700,7488800,205400
2019-12-19,57.318660736083984,38.126136779785156,2.859999895095825,60.869998931884766,41.560001373291016,2.859999895095825,61.02000045776367,41.72999954223633,2.9100000858306885,60.41999816894531,40.310001373291016,2.8399999141693115,60.65999984741211,40.439998626708984,2.890000104904175,3365000,5033700,160300
2019-12-20,57.32807922363281,38.11695861816406,2.819999933242798,60.880001068115234,41.54999923706055,2.819999933242798,61.16999816894531,42.040000915527344,2.9000000953674316,60.599998474121094,41.189998626708984,2.7699999809265137,60.630001068115234,41.189998626708984,2.869999885559082,5027400,9964300,153900
2019-12-23,57.30924606323242,38.34630584716797,2.9200000762939453,60.86000061035156,41.79999923706055,2.9200000762939453,61.060001373291016,41.95000076293945,2.9600000381469727,60.630001068115234,41.439998626708984,2.859999895095825,60.900001525878906,41.439998626708984,2.859999895095825,1662400,2743900,317100
2019-12-24,57.15858459472656,38.43804168701172,3.140000104904175,60.70000076293945,41.900001525878906,3.140000104904175,60.81999969482422,42.22999954223633,3.1500000953674316,60.540000915527344,41.68000030517578,2.950000047683716,60.75,41.869998931884766,2.9600000381469727,432200,844200,358500
2019-12-27,57.073829650878906,38.46556091308594,3.059999942779541,60.61000061035156,41.93000030517578,3.059999942779541,60.630001068115234,42.349998474121094,3.200000047683716,60.2599983215332,41.66999816894531,3.059999942779541,60.5,42.119998931884766,3.140000104904175,950600,1323300,318800
2019-12-30,56.8101692199707,38.502262115478516,3.140000104904175,60.33000183105469,41.970001220703125,3.140000104904175,60.529998779296875,42.400001525878906,3.180000066757202,60.220001220703125,41.84000015258789,3.059999942779541,60.43000030517578,41.959999084472656,3.059999942779541,1095400,2222300,315700
2019-12-31,56.65008544921875,38.529781341552734,3.130000114440918,60.15999984741211,42.0,3.130000114440918,60.310001373291016,42.2400016784668,3.1700000762939453,60.0099983215332,41.45000076293945,3.0899999141693115,60.20000076293945,41.59000015258789,3.1700000762939453,683100,1415900,159300
2020-01-02,56.17925262451172,37.82339859008789,3.109999895095825,59.65999984741211,41.22999954223633,3.109999895095825,60.29999923706055,42.06999969482422,3.200000047683716,59.54999923706055,40.97999954223633,3.0899999141693115,60.25,41.310001373291016,3.200000047683716,1472200,3057700,239700
2020-01-03,56.216922760009766,38.13530731201172,3.0799999237060547,59.70000076293945,41.56999969482422,3.0799999237060547,59.79999923706055,42.56999969482422,3.190000057220459,59.279998779296875,41.349998474121094,3.0399999618530273,59.5,42.04999923706055,3.1700000762939453,1736800,3556700,300600
2020-01-06,56.74424743652344,38.502262115478516,3.059999942779541,60.2599983215332,41.970001220703125,3.059999942779541,60.2599983215332,42.22999954223633,3.1500000953674316,59.720001220703125,41.68000030517578,2.950000047683716,59.7400016784668,41.689998626708984,3.1500000953674316,1791300,5194400,334600
2020-01-07,56.951416015625,38.41969680786133,3.0799999237060547,60.47999954223633,41.880001068115234,3.0799999237060547,60.65999984741211,42.02000045776367,3.130000114440918,60.13999938964844,41.36000061035156,3.009999990463257,60.349998474121094,41.959999084472656,3.0299999713897705,1438500,2547700,191700
2020-01-08,57.10207748413086,37.621578216552734,2.869999885559082,60.63999938964844,41.0099983215332,2.869999885559082,61.08000183105469,41.88999938964844,3.059999942779541,60.439998626708984,40.72999954223633,2.8499999046325684,60.439998626708984,41.7599983215332,3.059999942779541,1517100,4463100,269800
2020-01-09,56.77250289916992,38.49308395385742,2.809999942779541,60.290000915527344,41.959999084472656,2.809999942779541,60.97999954223633,42.0,2.8499999046325684,60.290000915527344,40.63999938964844,2.7300000190734863,60.83000183105469,40.880001068115234,2.8499999046325684,1702500,4636700,317900
2020-01-10,56.98908233642578,37.96100616455078,2.819999933242798,60.52000045776367,41.380001068115234,2.819999933242798,60.66999816894531,42.04999923706055,2.869999885559082,60.27000045776367,41.310001373291016,2.799999952316284,60.470001220703125,41.779998779296875,2.8299999237060547,2624800,3410800,84600
2020-01-13,57.36574172973633,37.95183181762695,2.7300000190734863,60.91999816894531,41.369998931884766,2.7300000190734863,61.0,41.529998779296875,2.7799999713897705,60.5,40.790000915527344,2.700000047683716,60.619998931884766,41.290000915527344,2.7799999713897705,1774500,3913400,111400
2020-01-14,57.337493896484375,38.667388916015625,2.7300000190734863,60.88999938964844,42.150001525878906,2.7300000190734863,61.08000183105469,42.189998626708984,2.759999990463257,60.86000061035156,41.2400016784668,2.700000047683716,61.0,41.36000061035156,2.7200000286102295,1099600,4058100,152800
2020-01-15,57.54465866088867,38.13530731201172,2.809999942779541,61.11000061035156,41.56999969482422,2.809999942779541,61.47999954223633,41.97999954223633,2.8499999046325684,60.900001525878906,41.43000030517578,2.7200000286102295,61.0,41.869998931884766,2.7699999809265137,1097500,2994300,202100
2020-01-16,57.958984375,38.006874084472656,2.890000104904175,61.54999923706055,41.43000030517578,2.890000104904175,61.58000183105469,42.08000183105469,2.9000000953674316,60.97999954223633,41.41999816894531,2.7799999713897705,61.11000061035156,41.77000045776367,2.819999933242798,965000,2949400,156200
2020-01-17,58.476898193359375,37.988529205322266,2.7899999618530273,62.099998474121094,41.40999984741211,2.7899999618530273,62.11000061035156,41.70000076293945,2.890000104904175,61.54999923706055,41.2599983215332,2.7699999809265137,61.70000076293945,41.529998779296875,2.890000104904175,2017300,1449800,137800
2020-01-20,58.33565139770508,37.988529205322266,2.7699999809265137,61.95000076293945,41.40999984741211,2.7699999809265137,62.18000030517578,41.56999969482422,2.880000114440918,61.84000015258789,41.349998474121094,2.7699999809265137,61.849998474121094,41.380001068115234,2.880000114440918,445600,714600,29100
2020-01-21,58.213233947753906,37.364715576171875,2.819999933242798,61.81999969482422,40.72999954223633,2.819999933242798,62.099998474121094,41.15999984741211,2.8399999141693115,61.59000015258789,40.560001373291016,2.740000009536743,62.060001373291016,41.0099983215332,2.7699999809265137,1711900,2186300,221300
2020-01-22,58.57106399536133,37.217933654785156,2.7699999809265137,62.20000076293945,40.56999969482422,2.7699999809265137,62.459999084472656,40.900001525878906,2.819999933242798,61.70000076293945,40.18000030517578,2.7699999809265137,61.81999969482422,40.4900016784668,2.799999952316284,1094400,2488600,80300
2020-01-23,58.891231536865234,37.190406799316406,2.7699999809265137,62.540000915527344,40.540000915527344,2.7699999809265137,62.630001068115234,40.560001373291016,2.8399999141693115,62.20000076293945,39.349998474121094,2.75,62.20000076293945,40.060001373291016,2.759999990463257,912000,3590500,163600
2020-01-24,58.79706573486328,36.493202209472656,2.8299999237060547,62.439998626708984,39.779998779296875,2.8299999237060547,62.93000030517578,40.470001220703125,2.8499999046325684,62.29999923706055,39.27000045776367,2.7699999809265137,62.58000183105469,40.25,2.7799999713897705,1084100,2998300,159300
2020-01-27,59.03247833251953,35.401527404785156,2.740000009536743,62.689998626708984,38.59000015258789,2.740000009536743,62.84000015258789,39.25,2.9200000762939453,62.25,38.5099983215332,2.740000009536743,62.279998779296875,38.75,2.9000000953674316,1669400,3887100,214500
2020-01-28,59.45622253417969,35.51161193847656,2.680000066757202,63.13999938964844,38.709999084472656,2.680000066757202,63.209999084472656,39.08000183105469,2.740000009536743,62.709999084472656,38.650001525878906,2.630000114440918,62.79999923706055,38.790000915527344,2.7200000286102295,1007400,3072800,146600
2020-01-29,59.09839630126953,35.49326705932617,2.7699999809265137,62.7599983215332,38.689998626708984,2.7699999809265137,63.38999938964844,39.16999816894531,2.7799999713897705,62.720001220703125,38.65999984741211,2.6700000762939453,63.25,38.95000076293945,2.680000066757202,930300,3651100,100000
2020-01-30,59.15489196777344,35.575828552246094,2.740000009536743,62.81999969482422,38.779998779296875,2.740000009536743,62.83000183105469,38.97999954223633,2.7799999713897705,62.380001068115234,38.099998474121094,2.7200000286102295,62.630001068115234,38.25,2.7699999809265137,876100,4186500,123700
2020-01-31,58.72173309326172,34.14472198486328,2.809999942779541,62.36000061035156,37.220001220703125,2.809999942779541,62.84000015258789,38.45000076293945,2.8499999046325684,62.11000061035156,36.849998474121094,2.740000009536743,62.79999923706055,38.34000015258789,2.7799999713897705,1873200,4798000,205900
2020-02-03,58.6934814453125,34.309852600097656,2.7300000190734863,62.33000183105469,37.400001525878906,2.7300000190734863,62.869998931884766,37.63999938964844,2.7899999618530273,62.33000183105469,36.95000076293945,2.700000047683716,62.68000030517578,37.459999084472656,2.759999990463257,1720800,3144700,145900
2020-02-04,59.05131149291992,34.8419303894043,2.680000066757202,62.709999084472656,37.97999954223633,2.680000066757202,62.90999984741211,38.83000183105469,2.7100000381469727,62.43000030517578,37.91999816894531,2.5899999141693115,62.58000183105469,38.13999938964844,2.7100000381469727,1288200,4823300,176700
2020-02-05,59.20197296142578,35.63087463378906,2.640000104904175,62.869998931884766,38.84000015258789,2.640000104904175,63.08000183105469,39.459999084472656,2.7300000190734863,62.72999954223633,38.720001220703125,2.640000104904175,62.970001220703125,38.83000183105469,2.680000066757202,973800,6147100,258400
2020-02-06,60.45437240600586,35.59417724609375,2.759999990463257,64.19999694824219,38.79999923706055,2.759999990463257,64.70999908447266,38.939998626708984,2.759999990463257,63.20000076293945,38.150001525878906,2.680000066757202,63.22999954223633,38.70000076293945,2.7100000381469727,2364000,3699300,120000
2020-02-07,60.47321319580078,35.37400817871094,2.6700000762939453,64.22000122070312,38.560001373291016,2.6700000762939453,64.33000183105469,38.970001220703125,2.7799999713897705,64.01000213623047,38.18000030517578,2.6600000858306885,64.19999694824219,38.41999816894531,2.759999990463257,1578000,2503700,99100
2020-02-10,60.63329315185547,35.63087463378906,2.6700000762939453,64.38999938964844,38.84000015258789,2.6700000762939453,64.58000183105469,38.869998931884766,2.7100000381469727,63.959999084472656,38.34000015258789,2.630000114440918,64.2699966430664,38.599998474121094,2.690000057220459,1531200,3231000,70000
2020-02-11,60.49204635620117,35.75930404663086,2.690000057220459,64.23999786376953,38.97999954223633,2.690000057220459,64.68000030517578,39.619998931884766,2.690000057220459,64.13999938964844,38.849998474121094,2.5899999141693115,64.54000091552734,39.25,2.6500000953674316,1851500,5308600,134400
2020-02-12,60.69921112060547,36.217994689941406,2.6500000953674316,64.45999908447266,39.47999954223633,2.6500000953674316,64.48999786376953,39.93000030517578,2.6500000953674316,63.869998931884766,38.90999984741211,2.619999885559082,64.18000030517578,39.75,2.640000104904175,2217400,4498900,87300
2020-02-13,60.40729904174805,35.72260665893555,2.6500000953674316,64.1500015258789,38.939998626708984,2.6500000953674316,64.33000183105469,39.220001220703125,2.6700000762939453,63.91999816894531,38.79999923706055,2.609999895095825,64.30000305175781,39.209999084472656,2.6700000762939453,2707800,1767000,67300
2020-02-14,60.57679748535156,35.603355407714844,2.5999999046325684,64.33000183105469,38.810001373291016,2.5999999046325684,64.37000274658203,39.290000915527344,2.680000066757202,63.91999816894531,38.68000030517578,2.5999999046325684,64.16999816894531,39.130001068115234,2.6700000762939453,1768100,1326100,90800
2020-02-18,61.38662338256836,35.878562927246094,2.75,65.19000244140625,39.11000061035156,2.75,65.27999877929688,39.189998626708984,2.759999990463257,64.19999694824219,38.40999984741211,2.6500000953674316,64.33000183105469,38.43000030517578,2.6500000953674316,3046300,5212300,310600
2020-02-19,61.273624420166016,37.061981201171875,2.6700000762939453,65.06999969482422,40.400001525878906,2.6700000762939453,65.18000030517578,40.439998626708984,2.809999942779541,64.7699966430664,39.209999084472656,2.6600000858306885,65.18000030517578,39.34000015258789,2.7899999618530273,1880200,4063500,278700
2020-02-20,61.08529281616211,37.10784912109375,2.630000114440918,64.87000274658203,40.45000076293945,2.630000114440918,65.16999816894531,40.650001525878906,2.7699999809265137,64.79000091552734,40.11000061035156,2.630000114440918,64.95999908447266,40.5099983215332,2.7100000381469727,2638500,3821200,347100
2020-02-21,60.7086296081543,36.52072525024414,2.700000047683716,64.47000122070312,39.810001373291016,2.700000047683716,65.0199966430664,40.220001220703125,2.7699999809265137,64.41000366210938,39.650001525878906,2.6600000858306885,64.83999633789062,40.0,2.7100000381469727,2692600,3115000,153700
2020-02-24,60.18130111694336,34.86027908325195,2.609999895095825,63.90999984741211,38.0,2.609999895095825,64.36000061035156,38.58000183105469,2.799999952316284,63.54999923706055,37.720001220703125,2.4700000286102295,63.65999984741211,38.41999816894531,2.7699999809265137,1677200,3181600,463900
2020-02-25,59.230228424072266,33.64016342163086,2.4600000381469727,62.900001525878906,36.66999816894531,2.4600000381469727,64.11000061035156,38.29999923706055,2.630000114440918,62.529998779296875,36.33000183105469,2.450000047683716,63.959999084472656,38.13999938964844,2.5999999046325684,3091700,4980200,382000
2020-02-26,58.87239456176758,32.805355072021484,2.369999885559082,62.52000045776367,35.7599983215332,2.369999885559082,63.2400016784668,37.20000076293945,2.4600000381469727,62.36000061035156,35.75,2.309999942779541,62.56999969482422,36.849998474121094,2.4600000381469727,2638300,4852400,371700
2020-02-27,58.05315399169922,31.860454559326172,2.299999952316284,61.650001525878906,34.72999954223633,2.299999952316284,62.5,35.369998931884766,2.430000066757202,61.36000061035156,34.130001068115234,2.25,62.06999969482422,34.939998626708984,2.4100000858306885,1439800,3838300,247700
2020-02-28,55.51068115234375,31.695329666137695,2.140000104904175,58.95000076293945,34.54999923706055,2.140000104904175,60.90999984741211,34.630001068115234,2.140000104904175,58.880001068115234,32.880001068115234,1.940000057220459,60.5,33.119998931884766,1.940000057220459,11003300,8218200,1096800
2020-03-02,58.33565139770508,31.31920623779297,2.240000009536743,61.95000076293945,34.13999938964844,2.240000009536743,62.119998931884766,35.150001525878906,2.240000009536743,58.959999084472656,33.59000015258789,2.0399999618530273,59.41999816894531,35.150001525878906,2.1500000953674316,3885300,5966900,247400
2020-03-03,58.222652435302734,30.411006927490234,2.259999990463257,61.83000183105469,33.150001525878906,2.259999990463257,62.63999938964844,34.5099983215332,2.440000057220459,61.54999923706055,33.040000915527344,2.1700000762939453,62.4900016784668,34.400001525878906,2.319999933242798,6486900,7750800,462800
2020-03-04,59.87997055053711,30.383480072021484,2.309999942779541,63.59000015258789,33.119998931884766,2.309999942779541,63.7599983215332,33.84000015258789,2.3399999141693115,62.40999984741211,32.91999816894531,2.200000047683716,62.5,33.81999969482422,2.3399999141693115,3315500,5659100,179900
2020-03-05,59.013641357421875,29.888099670410156,2.299999952316284,62.66999816894531,32.58000183105469,2.299999952316284,63.900001525878906,33.2599983215332,2.390000104904175,62.2599983215332,32.25,2.240000009536743,62.66999816894531,32.790000915527344,2.380000114440918,2953100,8533900,198300
2020-03-06,58.74998474121094,27.759790420532227,2.4200000762939453,62.38999938964844,30.260000228881836,2.4200000762939453,62.61000061035156,32.060001373291016,2.4800000190734863,60.95000076293945,29.829999923706055,2.309999942779541,61.61000061035156,31.6299991607666,2.319999933242798,6220300,10804200,566100
2020-03-09,54.182945251464844,19.659360885620117,2.2200000286102295,57.540000915527344,21.43000030517578,2.2200000286102295,61.36000061035156,24.200000762939453,2.3499999046325684,56.900001525878906,19.049999237060547,2.200000047683716,58.0,21.5,2.259999990463257,8379100,13951100,310300
2020-03-10,56.91374588012695,20.237306594848633,2.25,60.439998626708984,22.059999465942383,2.25,60.709999084472656,24.43000030517578,2.2799999713897705,58.43000030517578,20.280000686645508,2.130000114440918,59.060001373291016,24.309999465942383,2.2699999809265137,8787500,17741400,337200
2020-03-11,54.63494110107422,19.044719696044922,1.9600000381469727,58.02000045776367,20.760000228881836,1.9600000381469727,59.81999969482422,21.610000610351562,2.2300000190734863,57.63999938964844,19.950000762939453,1.940000057220459,59.43000030517578,21.540000915527344,2.2100000381469727,4853200,17660200,214600
2020-03-12,47.807926177978516,16.017379760742188,1.5800000429153442,50.77000045776367,17.459999084472656,1.5800000429153442,55.119998931884766,19.299999237060547,1.8899999856948853,50.54999923706055,16.84000015258789,1.5099999904632568,55.08000183105469,19.299999237060547,1.7200000286102295,7925500,26044700,560100
2020-03-13,53.44010543823242,18.20990753173828,1.5399999618530273,55.81999969482422,19.850000381469727,1.5399999618530273,56.529998779296875,19.920000076293945,1.850000023841858,51.02000045776367,17.559999465942383,1.5199999809265137,52.25,19.450000762939453,1.850000023841858,11129100,15106800,808100
2020-03-16,48.52881622314453,13.246904373168945,1.600000023841858,50.689998626708984,14.4399995803833,1.600000023841858,54.68000030517578,17.5,1.7799999713897705,49.459999084472656,14.149999618530273,1.2999999523162842,51.40999984741211,17.0,1.440000057220459,7954800,18268600,683500
