Date,Open,High,Low,Close,Adj Close,Volume
2019-10-25,3.259999990463257,3.3399999141693115,3.0899999141693115,3.1500000953674316,3.1500000953674316,503700
2019-10-28,3.0999999046325684,3.140000104904175,2.9800000190734863,3.069999933242798,3.069999933242798,589300
2019-10-29,3.0199999809265137,3.140000104904175,3.0199999809265137,3.0999999046325684,3.0999999046325684,176200
2019-10-30,3.119999885559082,3.180000066757202,3.0299999713897705,3.1700000762939453,3.1700000762939453,232100
2019-10-31,3.2699999809265137,3.2799999713897705,3.1600000858306885,3.2699999809265137,3.2699999809265137,257600
2019-11-01,3.25,3.4000000953674316,3.190000057220459,3.390000104904175,3.390000104904175,464900
2019-11-04,3.4000000953674316,3.4000000953674316,3.2799999713897705,3.3299999237060547,3.3299999237060547,307000
2019-11-05,3.0299999713897705,3.1500000953674316,2.9200000762939453,2.9700000286102295,2.9700000286102295,744100
2019-11-06,2.950000047683716,3.059999942779541,2.9200000762939453,3.0299999713897705,3.0299999713897705,414400
2019-11-07,2.9800000190734863,3.009999990463257,2.799999952316284,2.950000047683716,2.950000047683716,1025200
2019-11-08,2.869999885559082,3.0199999809265137,2.869999885559082,2.9100000858306885,2.9100000858306885,184700
2019-11-11,2.890000104904175,3.0399999618530273,2.880000114440918,3.0199999809265137,3.0199999809265137,275900
2019-11-12,2.9800000190734863,3.109999895095825,2.9200000762939453,3.0899999141693115,3.0899999141693115,860100
2019-11-13,3.109999895095825,3.1600000858306885,3.0399999618530273,3.0799999237060547,3.0799999237060547,243100
2019-11-14,3.0899999141693115,3.190000057220459,3.049999952316284,3.140000104904175,3.140000104904175,245000
2019-11-15,3.0899999141693115,3.1600000858306885,3.0799999237060547,3.0999999046325684,3.0999999046325684,145500
2019-11-18,3.0899999141693115,3.200000047683716,3.0899999141693115,3.180000066757202,3.180000066757202,149200
2019-11-19,3.1600000858306885,3.200000047683716,3.0799999237060547,3.0999999046325684,3.0999999046325684,159800
2019-11-20,3.109999895095825,3.1700000762939453,3.0799999237060547,3.130000114440918,3.130000114440918,167000
2019-11-21,3.0799999237060547,3.0799999237060547,2.809999942779541,2.819999933242798,2.819999933242798,555700
2019-11-22,2.8399999141693115,2.869999885559082,2.799999952316284,2.819999933242798,2.819999933242798,250000
2019-11-25,2.7899999618530273,2.7899999618530273,2.619999885559082,2.640000104904175,2.640000104904175,322700
2019-11-26,2.6500000953674316,2.8499999046325684,2.630000114440918,2.8399999141693115,2.8399999141693115,371200
2019-11-27,2.819999933242798,2.8299999237060547,2.700000047683716,2.799999952316284,2.799999952316284,256700
2019-11-28,2.7699999809265137,2.880000114440918,2.7699999809265137,2.880000114440918,2.880000114440918,74800
2019-11-29,2.8399999141693115,2.9100000858306885,2.7799999713897705,2.9100000858306885,2.9100000858306885,132800
2019-12-02,2.8499999046325684,2.9000000953674316,2.809999942779541,2.8299999237060547,2.8299999237060547,261200
2019-12-03,3.0,3.049999952316284,2.9200000762939453,3.0299999713897705,3.0299999713897705,340300
2019-12-04,3.0,3.0299999713897705,2.940000057220459,2.990000009536743,2.990000009536743,163100
2019-12-05,2.9800000190734863,3.0999999046325684,2.9800000190734863,3.009999990463257,3.009999990463257,203700
2019-12-06,2.950000047683716,2.9700000286102295,2.8499999046325684,2.869999885559082,2.869999885559082,150400
2019-12-09,2.880000114440918,2.890000104904175,2.819999933242798,2.8299999237060547,2.8299999237060547,394200
2019-12-10,2.8499999046325684,2.9000000953674316,2.819999933242798,2.890000104904175,2.890000104904175,137900
2019-12-11,2.9000000953674316,2.950000047683716,2.869999885559082,2.930000066757202,2.930000066757202,186800
2019-12-12,3.0,3.0299999713897705,2.880000114440918,2.9100000858306885,2.9100000858306885,256200
2019-12-13,2.9000000953674316,2.990000009536743,2.890000104904175,2.940000057220459,2.940000057220459,199200
2019-12-16,2.9100000858306885,2.940000057220459,2.8399999141693115,2.869999885559082,2.869999885559082,141000
2019-12-17,2.8299999237060547,2.9000000953674316,2.799999952316284,2.819999933242798,2.819999933242798,156500
2019-12-18,2.7899999618530273,2.869999885559082,2.7300000190734863,2.869999885559082,2.869999885559082,205400
2019-12-19,2.890000104904175,2.9100000858306885,2.8399999141693115,2.859999895095825,2.859999895095825,160300
2019-12-20,2.869999885559082,2.9000000953674316,2.7699999809265137,2.819999933242798,2.819999933242798,153900
2019-12-23,2.859999895095825,2.9600000381469727,2.859999895095825,2.9200000762939453,2.9200000762939453,317100
2019-12-24,2.9600000381469727,3.1500000953674316,2.950000047683716,3.140000104904175,3.140000104904175,358500
2019-12-27,3.140000104904175,3.200000047683716,3.059999942779541,3.059999942779541,3.059999942779541,318800
2019-12-30,3.059999942779541,3.180000066757202,3.059999942779541,3.140000104904175,3.140000104904175,315700
2019-12-31,3.1700000762939453,3.1700000762939453,3.0899999141693115,3.130000114440918,3.130000114440918,159300
2020-01-02,3.200000047683716,3.200000047683716,3.0899999141693115,3.109999895095825,3.109999895095825,239700
2020-01-03,3.1700000762939453,3.190000057220459,3.0399999618530273,3.0799999237060547,3.0799999237060547,300600
2020-01-06,3.1500000953674316,3.1500000953674316,2.950000047683716,3.059999942779541,3.059999942779541,334600
2020-01-07,3.0299999713897705,3.130000114440918,3.009999990463257,3.0799999237060547,3.0799999237060547,191700
2020-01-08,3.059999942779541,3.059999942779541,2.8499999046325684,2.869999885559082,2.869999885559082,269800
2020-01-09,2.8499999046325684,2.8499999046325684,2.7300000190734863,2.809999942779541,2.809999942779541,317900
2020-01-10,2.8299999237060547,2.869999885559082,2.799999952316284,2.819999933242798,2.819999933242798,84600
2020-01-13,2.7799999713897705,2.7799999713897705,2.700000047683716,2.7300000190734863,2.7300000190734863,111400
2020-01-14,2.7200000286102295,2.759999990463257,2.700000047683716,2.7300000190734863,2.7300000190734863,152800
2020-01-15,2.7699999809265137,2.8499999046325684,2.7200000286102295,2.809999942779541,2.809999942779541,202100
2020-01-16,2.819999933242798,2.9000000953674316,2.7799999713897705,2.890000104904175,2.890000104904175,156200
2020-01-17,2.890000104904175,2.890000104904175,2.7699999809265137,2.7899999618530273,2.7899999618530273,137800
2020-01-20,2.880000114440918,2.880000114440918,2.7699999809265137,2.7699999809265137,2.7699999809265137,29100
2020-01-21,2.7699999809265137,2.8399999141693115,2.740000009536743,2.819999933242798,2.819999933242798,221300
2020-01-22,2.799999952316284,2.819999933242798,2.7699999809265137,2.7699999809265137,2.7699999809265137,80300
2020-01-23,2.759999990463257,2.8399999141693115,2.75,2.7699999809265137,2.7699999809265137,163600
2020-01-24,2.7799999713897705,2.8499999046325684,2.7699999809265137,2.8299999237060547,2.8299999237060547,159300
2020-01-27,2.9000000953674316,2.9200000762939453,2.740000009536743,2.740000009536743,2.740000009536743,214500
2020-01-28,2.7200000286102295,2.740000009536743,2.630000114440918,2.680000066757202,2.680000066757202,146600
2020-01-29,2.680000066757202,2.7799999713897705,2.6700000762939453,2.7699999809265137,2.7699999809265137,100000
2020-01-30,2.7699999809265137,2.7799999713897705,2.7200000286102295,2.740000009536743,2.740000009536743,123700
2020-01-31,2.7799999713897705,2.8499999046325684,2.740000009536743,2.809999942779541,2.809999942779541,205900
2020-02-03,2.759999990463257,2.7899999618530273,2.700000047683716,2.7300000190734863,2.7300000190734863,145900
2020-02-04,2.7100000381469727,2.7100000381469727,2.5899999141693115,2.680000066757202,2.680000066757202,176700
2020-02-05,2.680000066757202,2.7300000190734863,2.640000104904175,2.640000104904175,2.640000104904175,258400
2020-02-06,2.7100000381469727,2.759999990463257,2.680000066757202,2.759999990463257,2.759999990463257,120000
2020-02-07,2.759999990463257,2.7799999713897705,2.6600000858306885,2.6700000762939453,2.6700000762939453,99100
2020-02-10,2.690000057220459,2.7100000381469727,2.630000114440918,2.6700000762939453,2.6700000762939453,70000
2020-02-11,2.6500000953674316,2.690000057220459,2.5899999141693115,2.690000057220459,2.690000057220459,134400
2020-02-12,2.640000104904175,2.6500000953674316,2.619999885559082,2.6500000953674316,2.6500000953674316,87300
2020-02-13,2.6700000762939453,2.6700000762939453,2.609999895095825,2.6500000953674316,2.6500000953674316,67300
2020-02-14,2.6700000762939453,2.680000066757202,2.5999999046325684,2.5999999046325684,2.5999999046325684,90800
2020-02-18,2.6500000953674316,2.759999990463257,2.6500000953674316,2.75,2.75,310600
2020-02-19,2.7899999618530273,2.809999942779541,2.6600000858306885,2.6700000762939453,2.6700000762939453,278700
2020-02-20,2.7100000381469727,2.7699999809265137,2.630000114440918,2.630000114440918,2.630000114440918,347100
2020-02-21,2.7100000381469727,2.7699999809265137,2.6600000858306885,2.700000047683716,2.700000047683716,153700
2020-02-24,2.7699999809265137,2.799999952316284,2.4700000286102295,2.609999895095825,2.609999895095825,463900
2020-02-25,2.5999999046325684,2.630000114440918,2.450000047683716,2.4600000381469727,2.4600000381469727,382000
2020-02-26,2.4600000381469727,2.4600000381469727,2.309999942779541,2.369999885559082,2.369999885559082,371700
2020-02-27,2.4100000858306885,2.430000066757202,2.25,2.299999952316284,2.299999952316284,247700
2020-02-28,1.940000057220459,2.140000104904175,1.940000057220459,2.140000104904175,2.140000104904175,1096800
2020-03-02,2.1500000953674316,2.240000009536743,2.0399999618530273,2.240000009536743,2.240000009536743,247400
2020-03-03,2.319999933242798,2.440000057220459,2.1700000762939453,2.259999990463257,2.259999990463257,462800
2020-03-04,2.3399999141693115,2.3399999141693115,2.200000047683716,2.309999942779541,2.309999942779541,179900
2020-03-05,2.380000114440918,2.390000104904175,2.240000009536743,2.299999952316284,2.299999952316284,198300
2020-03-06,2.319999933242798,2.4800000190734863,2.309999942779541,2.4200000762939453,2.4200000762939453,566100
2020-03-09,2.259999990463257,2.3499999046325684,2.200000047683716,2.2200000286102295,2.2200000286102295,310300
